Name of Plant,Installed Capacity (MW),Type,Location (District),Latitude,Longitude,State,Date of Commissioning,Average domestic electricity rates in Rs./KWh,Per capita electricity consumption in KWh,Solar Rad Monthly,Solar Rad Annual,poa monthly
Unchahar Solar PV projects,10,Solar,Unchahar,25.90385,81.29578,Uttar Pradesh,31-Dec-14,7,606,"[4.577195167541504, 5.982753753662109, 7.054931640625, 6.903257846832275, 6.151949405670166, 5.527099609375, 4.83176326751709, 5.09975004196167, 5.332552433013916, 5.76577615737915, 5.155082702636719, 4.545303821563721]",5.57728529,"[141.89305114746094, 167.51710510253906, 218.702880859375, 207.0977325439453, 190.71043395996094, 165.81298828125, 149.78466796875, 158.09225463867188, 159.97657775878906, 178.7390594482422, 154.65248107910156, 140.9044189453125]"
MEJIA SOLAR PV POWER PLANT,10,Solar,null,32.99444,74.34722,WEST BENGAL,null,8.99,703,null,null,null
CHHARAH SOLAR PV POWER PLANT,10,Solar,null,32.99444,74.34722,WEST BENGAL,null,8.99,703,null,null,null
SALBONI SOLAR PV POWER PLANT,10,Solar,null,32.99444,74.34722,WEST BENGAL,null,8.99,703,null,null,null
PATNI SOLAR PV POWER PLANT,10,Solar,null,32.99444,74.34722,WEST BENGAL,null,8.99,703,null,null,null
TEESTA CANAL BANK SOLAR PV\rPROJECT,109.41,Solar,null,32.99444,74.34722,WEST BENGAL,null,8.99,703,null,null,null
"CANAL SOLAR POWER PLANT, TCFHP\rPS-II",10,Solar,null,32.99444,74.34722,WEST BENGAL,null,8.99,703,null,null,null
Grid connected SPV Plant Sihhmui,0.1,Solar,"P&E Department , Mizoram",23.30780422,92.82891653,Mizoram,1-Jul-2018,5.39,617,"[5.8719964027404785, 6.4103217124938965, 5.918588161468506, 5.840986251831055, 5.306055068969727, 4.621946334838867, 4.331354141235352, 4.976037979125977, 5.098842144012451, 5.687417030334473, 5.967385768890381, 5.870416641235352]",5.491778851,"[182.03189086914062, 179.489013671875, 183.47622680664062, 175.22958374023438, 164.48770141601562, 138.65838623046875, 134.27197265625, 154.25717163085938, 152.96527099609375, 176.30992126464844, 179.02157592773438, 181.98291015625]"
Grid connected SPV Plant Melriat,0.1,Solar,"P&E Department , Mizoram",23.30780422,92.82891653,Mizoram,1-Sep-2018,5.39,617,"[5.8719964027404785, 6.4103217124938965, 5.918588161468506, 5.840986251831055, 5.306055068969727, 4.621946334838867, 4.331354141235352, 4.976037979125977, 5.098842144012451, 5.687417030334473, 5.967385768890381, 5.870416641235352]",5.491778851,"[182.03189086914062, 179.489013671875, 183.47622680664062, 175.22958374023438, 164.48770141601562, 138.65838623046875, 134.27197265625, 154.25717163085938, 152.96527099609375, 176.30992126464844, 179.02157592773438, 181.98291015625]"
Vankal Solar Park Vankal,20,Solar,"P&E Department , Mizoram",23.30780422,92.82891653,Mizoram,1-Oct-2018,5.39,617,"[5.8719964027404785, 6.4103217124938965, 5.918588161468506, 5.840986251831055, 5.306055068969727, 4.621946334838867, 4.331354141235352, 4.976037979125977, 5.098842144012451, 5.687417030334473, 5.967385768890381, 5.870416641235352]",5.491778851,"[182.03189086914062, 179.489013671875, 183.47622680664062, 175.22958374023438, 164.48770141601562, 138.65838623046875, 134.27197265625, 154.25717163085938, 152.96527099609375, 176.30992126464844, 179.02157592773438, 181.98291015625]"
Grid connected SPV Plant Tlungvel,2,Solar,"Zuangtui , Aizawl",23.75505,92.74057,Mizoram,1-Feb-2020,5.39,617,"[6.037224769592285, 6.3210859298706055, 5.94353723526001, 6.126563549041748, 5.181442737579346, 4.744566917419434, 4.581615924835205, 4.9172844886779785, 5.13045072555542, 5.459765911102295, 5.667559623718262, 5.833208084106445]",5.495358944,"[187.15396118164062, 176.9904022216797, 184.24964904785156, 183.79690551757812, 160.62472534179688, 142.33700561523438, 142.03009033203125, 152.43582153320312, 153.9135284423828, 169.25274658203125, 170.02679443359375, 180.82945251464844]"
"S.P.V Power Plant at CHC Tuting,U/ siang\rDistrict",0.01,Solar,Siang,22.6,83.05,Arunachal Pradesh,5-Jul-2008,4,703,"[5.998735427856445, 6.5158185958862305, 6.813780307769775, 6.701499938964844, 6.487589359283447, 4.949024677276611, 4.197580337524414, 4.106297492980957, 4.821257591247559, 5.748034954071045, 5.935135364532471, 5.792094707489014]",5.672237396,"[185.96080017089844, 182.4429168701172, 211.22718811035156, 201.0449981689453, 201.11526489257812, 148.47073364257812, 130.12498474121094, 127.29521942138672, 144.63772583007812, 178.1890869140625, 178.05406188964844, 179.554931640625]"
"S.P.V Power Plant at CHC jengging, upper\rsiang District",0.01,Solar,Siang,22.6,83.05,Arunachal Pradesh,5-Jul-2008,4,703,"[5.998735427856445, 6.5158185958862305, 6.813780307769775, 6.701499938964844, 6.487589359283447, 4.949024677276611, 4.197580337524414, 4.106297492980957, 4.821257591247559, 5.748034954071045, 5.935135364532471, 5.792094707489014]",5.672237396,"[185.96080017089844, 182.4429168701172, 211.22718811035156, 201.0449981689453, 201.11526489257812, 148.47073364257812, 130.12498474121094, 127.29521942138672, 144.63772583007812, 178.1890869140625, 178.05406188964844, 179.554931640625]"
"S.P.V Power Plant at CHC Mariyang, upper\rSiang District",0.01,Solar,Siang,22.6,83.05,Arunachal Pradesh,5-Jul-2008,4,703,"[5.998735427856445, 6.5158185958862305, 6.813780307769775, 6.701499938964844, 6.487589359283447, 4.949024677276611, 4.197580337524414, 4.106297492980957, 4.821257591247559, 5.748034954071045, 5.935135364532471, 5.792094707489014]",5.672237396,"[185.96080017089844, 182.4429168701172, 211.22718811035156, 201.0449981689453, 201.11526489257812, 148.47073364257812, 130.12498474121094, 127.29521942138672, 144.63772583007812, 178.1890869140625, 178.05406188964844, 179.554931640625]"
"S.P.V Power Plant at CHC Geku, upper\rSiang District",0.01,Solar,Siang,22.6,83.05,Arunachal Pradesh,5-Jul-2008,4,703,"[5.998735427856445, 6.5158185958862305, 6.813780307769775, 6.701499938964844, 6.487589359283447, 4.949024677276611, 4.197580337524414, 4.106297492980957, 4.821257591247559, 5.748034954071045, 5.935135364532471, 5.792094707489014]",5.672237396,"[185.96080017089844, 182.4429168701172, 211.22718811035156, 201.0449981689453, 201.11526489257812, 148.47073364257812, 130.12498474121094, 127.29521942138672, 144.63772583007812, 178.1890869140625, 178.05406188964844, 179.554931640625]"
S.P.V Power Plant at Raj Bhawan itanagar,0.04,Solar,itanagar,27.08702,93.60903,Arunachal Pradesh,20-Oct-2012,4,703,"[4.457465171813965, 4.78045129776001, 4.84514045715332, 4.280994892120361, 4.869809150695801, 4.172638893127441, 4.12764310836792, 4.356834888458252, 4.544142723083496, 5.240609645843506, 4.8838324546813965, 4.541852951049805]",4.591784,"[138.18142700195312, 133.85263061523438, 150.19935607910156, 128.42984008789062, 150.96408081054688, 125.17916107177734, 127.95693969726562, 135.06187438964844, 136.32427978515625, 162.45889282226562, 146.5149688720703, 140.7974395751953]"
S.P.V Power Plant at Sejosa for IRBN,0.1,Solar,Kameng,24.81375,93.88706,Arunachal Pradesh,27-Jan-2013,4,703,"[5.644348621368408, 6.195725440979004, 5.784038066864014, 5.7347493171691895, 5.0439372062683105, 4.356425762176514, 4.357738018035889, 4.5298309326171875, 4.911611080169678, 5.3886284828186035, 5.95073127746582, 5.786157608032227]",5.306993484,"[174.9748077392578, 173.48031616210938, 179.30517578125, 172.04248046875, 156.362060546875, 130.69277954101562, 135.08987426757812, 140.4247589111328, 147.34832763671875, 167.0474853515625, 178.52194213867188, 179.37088012695312]"
S.P.V Power Plant at Sejosa for IRBN,0.1,Solar,Changlang,27.37421564,96.35447805,Arunachal Pradesh,13-Sep-2013,4,703,"[4.659762859344482, 4.816890716552734, 4.803817272186279, 3.9039769172668457, 4.362195014953613, 4.1251983642578125, 3.9364545345306396, 4.332308769226074, 4.429136276245117, 5.041743278503418, 5.615144729614258, 5.1459126472473145]",4.59771204,"[144.45265197753906, 134.87294006347656, 148.9183349609375, 117.11930847167969, 135.22804260253906, 123.75595092773438, 122.03009033203125, 134.30157470703125, 132.87408447265625, 156.29403686523438, 168.454345703125, 159.52328491210938]"
S.P.V Power Plant at Chief Secretary's\rBuilding at itanagar,0.01,Solar,itanagar,27.08702,93.60903,Arunachal Pradesh,20-Apr-2014,4,703,"[4.457465171813965, 4.78045129776001, 4.84514045715332, 4.280994892120361, 4.869809150695801, 4.172638893127441, 4.12764310836792, 4.356834888458252, 4.544142723083496, 5.240609645843506, 4.8838324546813965, 4.541852951049805]",4.591784,"[138.18142700195312, 133.85263061523438, 150.19935607910156, 128.42984008789062, 150.96408081054688, 125.17916107177734, 127.95693969726562, 135.06187438964844, 136.32427978515625, 162.45889282226562, 146.5149688720703, 140.7974395751953]"
"S.P.V Power Plant at Geku Administrative\rblock, upper Siang District",0.01,Solar,Siang,22.6,83.05,Arunachal Pradesh,7-May-2014,4,703,"[5.998735427856445, 6.5158185958862305, 6.813780307769775, 6.701499938964844, 6.487589359283447, 4.949024677276611, 4.197580337524414, 4.106297492980957, 4.821257591247559, 5.748034954071045, 5.935135364532471, 5.792094707489014]",5.672237396,"[185.96080017089844, 182.4429168701172, 211.22718811035156, 201.0449981689453, 201.11526489257812, 148.47073364257812, 130.12498474121094, 127.29521942138672, 144.63772583007812, 178.1890869140625, 178.05406188964844, 179.554931640625]"
S.P.V Power Plant with aggregate capacity,0.01,Solar,itanagar,27.08702,93.60903,Arunachal Pradesh,1-Aug-2015,4,703,"[4.457465171813965, 4.78045129776001, 4.84514045715332, 4.280994892120361, 4.869809150695801, 4.172638893127441, 4.12764310836792, 4.356834888458252, 4.544142723083496, 5.240609645843506, 4.8838324546813965, 4.541852951049805]",4.591784,"[138.18142700195312, 133.85263061523438, 150.19935607910156, 128.42984008789062, 150.96408081054688, 125.17916107177734, 127.95693969726562, 135.06187438964844, 136.32427978515625, 162.45889282226562, 146.5149688720703, 140.7974395751953]"
"S.P.V Power Plant at Gen Hospital, Namasai",0.01,Solar,Namasai,27.6654,95.87726,Arunachal Pradesh,1-Mar-2016,4,703,"[4.593564510345459, 4.695623874664307, 4.644587993621826, 4.076031684875488, 4.74879789352417, 4.500641822814941, 4.116959095001221, 4.755280017852783, 4.821687698364258, 5.177334785461426, 5.34168815612793, 5.123589992523193]",4.716314793,"[142.40049743652344, 131.4774627685547, 143.9822235107422, 122.28095245361328, 147.21273803710938, 135.01925659179688, 127.625732421875, 147.41368103027344, 144.650634765625, 160.49737548828125, 160.25064086914062, 158.83128356933594]"
"S.P.V Power Plant at District Hospital,\rRoing, Lower Dibang valley District",0.01,Solar,Namasai,27.6654,95.87726,Arunachal Pradesh,7-Jun-2016,4,703,"[4.593564510345459, 4.695623874664307, 4.644587993621826, 4.076031684875488, 4.74879789352417, 4.500641822814941, 4.116959095001221, 4.755280017852783, 4.821687698364258, 5.177334785461426, 5.34168815612793, 5.123589992523193]",4.716314793,"[142.40049743652344, 131.4774627685547, 143.9822235107422, 122.28095245361328, 147.21273803710938, 135.01925659179688, 127.625732421875, 147.41368103027344, 144.650634765625, 160.49737548828125, 160.25064086914062, 158.83128356933594]"
S.P.V Power Plant at General Hospital at\rKhonsa,0.01,Solar,Khonsa,26.98801,95.50432,Arunachal Pradesh,8-Jun-2016,4,703,"[4.192235469818115, 4.236998558044434, 4.751357078552246, 4.0705246925354, 4.156887054443359, 3.9238831996917725, 3.8891472816467285, 3.7382450103759766, 3.986987352371216, 4.63185977935791, 5.319840431213379, 4.627207279205322]",4.293764591,"[129.9593048095703, 118.6359634399414, 147.2920684814453, 122.11573791503906, 128.86349487304688, 117.71649932861328, 120.56356811523438, 115.8855972290039, 119.609619140625, 143.587646484375, 159.59521484375, 143.44342041015625]"
"S.P.V Power Plant at District Hospital,\rLongding",0.01,Solar,Longding,26.88892,95.3214,Arunachal Pradesh,10-Jun-2016,4,703,"[4.582611560821533, 4.59688663482666, 4.832828044891357, 4.352894306182861, 4.394237518310547, 4.23654842376709, 3.842287063598633, 4.216804027557373, 4.615579605102539, 5.038054466247559, 5.451774597167969, 4.826500415802002]",4.582250595,"[142.0609588623047, 128.71282958984375, 149.8176727294922, 130.58682250976562, 136.2213592529297, 127.0964584350586, 119.11090087890625, 130.72093200683594, 138.46739196777344, 156.1796875, 163.55323791503906, 149.6215057373047]"
S.P.V Power Plant at CHC Hospital at\rPasighat,0.01,Solar,Pasighat,28.06631,95.32678,Arunachal Pradesh,26-Jul-2016,4,703,"[4.354485034942627, 3.7747342586517334, 3.5748043060302734, 3.590693950653076, 4.31640625, 4.023132801055908, 3.8347067832946777, 4.3524489402771, 4.591865062713623, 5.016892433166504, 4.942903995513916, 4.488412380218506]",4.238457203,"[134.98902893066406, 105.69255828857422, 110.81893157958984, 107.72081756591797, 133.80859375, 120.69397735595703, 118.87590789794922, 134.92591857910156, 137.75595092773438, 155.52366638183594, 148.28712463378906, 139.14077758789062]"
"S.P.V Power Plant at District Hospital, Aalo,\rwest siang District.",0.01,Solar,siang,22.6,83.05,Arunachal Pradesh,23-Aug-2016,4,703,"[5.998735427856445, 6.5158185958862305, 6.813780307769775, 6.701499938964844, 6.487589359283447, 4.949024677276611, 4.197580337524414, 4.106297492980957, 4.821257591247559, 5.748034954071045, 5.935135364532471, 5.792094707489014]",5.672237396,"[185.96080017089844, 182.4429168701172, 211.22718811035156, 201.0449981689453, 201.11526489257812, 148.47073364257812, 130.12498474121094, 127.29521942138672, 144.63772583007812, 178.1890869140625, 178.05406188964844, 179.554931640625]"
S.P.V Power Plant at D.C's office Tawang,,Solar,null,32.99444,74.34722,Arunachal Pradesh,null,4,703,null,null,null
"S.P.V Power Plant at PHC Ronterite,\rchambang block",0.01,Solar,null,32.99444,74.34722,Arunachal Pradesh,3-Dec-2016,4,703,null,null,null
"S.P.V Power Plant at District Hospital,\rYinkiong, upper Siang District",0.01,Solar,Siang,22.6,83.05,Arunachal Pradesh,8-Dec-2016,4,703,"[5.998735427856445, 6.5158185958862305, 6.813780307769775, 6.701499938964844, 6.487589359283447, 4.949024677276611, 4.197580337524414, 4.106297492980957, 4.821257591247559, 5.748034954071045, 5.935135364532471, 5.792094707489014]",5.672237396,"[185.96080017089844, 182.4429168701172, 211.22718811035156, 201.0449981689453, 201.11526489257812, 148.47073364257812, 130.12498474121094, 127.29521942138672, 144.63772583007812, 178.1890869140625, 178.05406188964844, 179.554931640625]"
"S.P.V Power Plant at 50 beded hospital\rPalin, Kra daadi District",0.05,Solar,Kra Daadi,18.78949,73.95794,Arunachal Pradesh,5-Jul-2017,4,703,"[6.462566375732422, 7.116188049316406, 7.257124423980713, 6.90937614440918, 6.5697736740112305, 5.029322147369385, 4.525766372680664, 4.539313793182373, 5.4013214111328125, 6.023555278778076, 5.902230739593506, 5.995549201965332]",5.977674484,"[200.3395538330078, 199.25326538085938, 224.97085571289062, 207.28128051757812, 203.66297912597656, 150.87966918945312, 140.2987518310547, 140.71873474121094, 162.03964233398438, 186.73020935058594, 177.06692504882812, 185.86203002929688]"
S.P.V Power Plant at TRIMS Itanagar,0.5,Solar,Itanagar,27.08702,93.60903,Arunachal Pradesh,1-Jan-2018,4,703,"[4.457465171813965, 4.78045129776001, 4.84514045715332, 4.280994892120361, 4.869809150695801, 4.172638893127441, 4.12764310836792, 4.356834888458252, 4.544142723083496, 5.240609645843506, 4.8838324546813965, 4.541852951049805]",4.591784,"[138.18142700195312, 133.85263061523438, 150.19935607910156, 128.42984008789062, 150.96408081054688, 125.17916107177734, 127.95693969726562, 135.06187438964844, 136.32427978515625, 162.45889282226562, 146.5149688720703, 140.7974395751953]"
"S.P.V Power Plant at vidyut bhawan,\ritanagar",0.02,Solar,Itanagar,27.08702,93.60903,Arunachal Pradesh,1-Mar-2018,4,703,"[4.457465171813965, 4.78045129776001, 4.84514045715332, 4.280994892120361, 4.869809150695801, 4.172638893127441, 4.12764310836792, 4.356834888458252, 4.544142723083496, 5.240609645843506, 4.8838324546813965, 4.541852951049805]",4.591784,"[138.18142700195312, 133.85263061523438, 150.19935607910156, 128.42984008789062, 150.96408081054688, 125.17916107177734, 127.95693969726562, 135.06187438964844, 136.32427978515625, 162.45889282226562, 146.5149688720703, 140.7974395751953]"
"S.P.V Power Plant at RGU, Doimukh",0.45,Solar,null,32.99444,74.34722,Arunachal Pradesh,19-Mar-2018,4,703,null,null,null
S.P.V Power Plant at RKM School Deomali,0.02,Solar,Deomali,27.19342,95.468,Arunachal Pradesh,19-Mar-2018,4,703,"[4.526753902435303, 4.607356071472168, 4.766290664672852, 4.284597396850586, 4.795974254608154, 4.199768543243408, 4.205244541168213, 4.608575820922852, 4.571645259857178, 5.2410407066345215, 5.345238208770752, 4.899847984313965]",4.67102766,"[140.32937622070312, 129.00596618652344, 147.7550048828125, 128.5379180908203, 148.67520141601562, 125.99305725097656, 130.36257934570312, 142.8658447265625, 137.14935302734375, 162.47225952148438, 160.35714721679688, 151.89529418945312]"
"S.P.V Power Plant at R.K mission Hospital,\ritanagar",0.08,Solar,Itanagar,27.08702,93.60903,Arunachal Pradesh,1-Apr-2018,4,703,"[4.457465171813965, 4.78045129776001, 4.84514045715332, 4.280994892120361, 4.869809150695801, 4.172638893127441, 4.12764310836792, 4.356834888458252, 4.544142723083496, 5.240609645843506, 4.8838324546813965, 4.541852951049805]",4.591784,"[138.18142700195312, 133.85263061523438, 150.19935607910156, 128.42984008789062, 150.96408081054688, 125.17916107177734, 127.95693969726562, 135.06187438964844, 136.32427978515625, 162.45889282226562, 146.5149688720703, 140.7974395751953]"
S.P.V Power Plant at Asembly building at\ritanagar,0.2,Solar,Itanagar,27.08702,93.60903,Arunachal Pradesh,29-Apr-2018,4,703,"[4.457465171813965, 4.78045129776001, 4.84514045715332, 4.280994892120361, 4.869809150695801, 4.172638893127441, 4.12764310836792, 4.356834888458252, 4.544142723083496, 5.240609645843506, 4.8838324546813965, 4.541852951049805]",4.591784,"[138.18142700195312, 133.85263061523438, 150.19935607910156, 128.42984008789062, 150.96408081054688, 125.17916107177734, 127.95693969726562, 135.06187438964844, 136.32427978515625, 162.45889282226562, 146.5149688720703, 140.7974395751953]"
