Unnamed: 0,Location (District),Installed Capacity (MW),Latitude,Longitude,Average domestic electricity rates in Rs./KWh,Per capita electricity consumption in KWh,Solar Rad Monthly,Solar Rad Annual,poa monthly,allsky_insolation
54,Burail,0.1,30.70783,76.76088,7.3,978,"[4.3435378074646, 5.481730937957764, 6.360579967498779, 6.680129051208496, 6.525831699371338, 5.65457820892334, 5.014237880706787, 5.355034828186035, 5.946047782897949, 6.357481002807617, 5.561604976654053, 4.781230449676514]",5.671834946,"[134.64967346191406, 153.48846435546875, 197.177978515625, 200.40386962890625, 202.30078125, 169.63734436035156, 155.44137573242188, 166.00607299804688, 178.38143920898438, 197.0819091796875, 166.84814453125, 148.2181396484375]","[4.8, 4.88, 4.88, 4.85, 4.68]"
55,Chamarajanagar,227,11.9224,76.93936,7.5,1396,"[6.4955267906188965, 6.9295735359191895, 6.939887523651123, 6.462687969207764, 6.034638404846191, 5.4148268699646, 5.0018439292907715, 5.177089691162109, 5.834015846252441, 5.6441168785095215, 5.6871724128723145, 6.092402458190918]",5.976148129,"[201.361328125, 194.02806091308594, 215.1365203857422, 193.88064575195312, 187.07379150390625, 162.44480895996094, 155.05715942382812, 160.48977661132812, 175.02047729492188, 174.96762084960938, 170.61517333984375, 188.86447143554688]","[5.04, 5.13, 4.96, 5.03, 5.08]"
56,"Chandigarh, Sites",2.215,30.70341,76.78943,7.3,978,"[4.3434224128723145, 5.481630802154541, 6.360555648803711, 6.680203914642334, 6.525990009307861, 5.65473747253418, 5.014369487762451, 5.355126857757568, 5.946064472198486, 6.35738468170166, 5.561455249786377, 4.781074047088623]",5.671834469,"[134.64608764648438, 153.48565673828125, 197.17723083496094, 200.40611267089844, 202.30569458007812, 169.64212036132812, 155.44544982910156, 166.00892639160156, 178.38192749023438, 197.07891845703125, 166.84365844726562, 148.2133026123047]","[4.8, 4.88, 4.88, 4.85, 4.68]"
57,Changlang,0.1,27.37421564,96.35447805,4,703,"[4.659762859344482, 4.816890716552734, 4.803817272186279, 3.9039769172668457, 4.362195014953613, 4.1251983642578125, 3.9364545345306396, 4.332308769226074, 4.429136276245117, 5.041743278503418, 5.615144729614258, 5.1459126472473145]",4.59771204,"[144.45265197753906, 134.87294006347656, 148.9183349609375, 117.11930847167969, 135.22804260253906, 123.75595092773438, 122.03009033203125, 134.30157470703125, 132.87408447265625, 156.29403686523438, 168.454345703125, 159.52328491210938]","[3.66, 3.54, 3.76, 3.63, 3.67]"
58,Charanka,851.94,23.88262,71.17564,5,2378,"[6.123230457305908, 6.675047874450684, 6.903692245483398, 6.869621276855469, 6.598211288452148, 5.805677890777588, 4.760180950164795, 4.999863147735596, 6.199455261230469, 6.355148792266846, 5.911920547485352, 5.861321926116943]",6.088613987,"[189.8201446533203, 186.90133666992188, 214.01446533203125, 206.08863830566406, 204.5445556640625, 174.1703338623047, 147.56561279296875, 154.99575805664062, 185.98365783691406, 197.00961303710938, 177.3576202392578, 181.7009735107422]","[5.47, 5.35, 5.36, 5.31, 5.24]"
60,Chikkaballapura,47,13.58063778,77.8371176,7.5,1396,"[6.636824607849121, 7.063706874847412, 7.226077556610107, 6.7186665534973145, 6.294692039489746, 5.655587673187256, 5.285445213317871, 5.487604141235352, 6.028192520141602, 5.602480888366699, 5.841367721557617, 5.730245590209961]",6.130907536,"[205.74156188964844, 197.78379821777344, 224.00840759277344, 201.55999755859375, 195.1354522705078, 169.66763305664062, 163.8488006591797, 170.11572265625, 180.8457794189453, 173.67691040039062, 175.24102783203125, 177.6376190185547]","[5.45, 5.45, 5.37, 5.47, 5.4]"
61,Chintalapudi,2,17.09853,80.90915,9.95,1480,"[6.0522589683532715, 6.367230415344238, 6.612899303436279, 6.5972466468811035, 6.003677845001221, 5.0575127601623535, 4.656871795654297, 4.826290607452393, 5.335906028747559, 5.507963180541992, 5.687880516052246, 5.396559238433838]",5.675191879,"[187.62002563476562, 178.28245544433594, 204.9998779296875, 197.9174041748047, 186.114013671875, 151.7253875732422, 144.36302185058594, 149.61500549316406, 160.07717895507812, 170.74685668945312, 170.63641357421875, 167.2933349609375]","[5.17, 5.09, 5.06, 5.08, 5.02]"
62,Chitradurga,680,14.22049,76.3995599999999,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]","[5.51, 5.43, 5.49, 5.47, 5.39]"
63,Chittor,207.9,11.54317,77.71431,9.95,1480,"[6.333261966705322, 6.878137111663818, 7.046114921569824, 6.543658256530762, 6.126475811004639, 5.62269401550293, 5.564590930938721, 5.747568607330322, 6.21060848236084, 5.716052055358887, 5.445281028747559, 5.6035356521606445]",6.069832325,"[196.33111572265625, 192.5878448486328, 218.4295654296875, 196.30975341796875, 189.92074584960938, 168.68081665039062, 172.5023193359375, 178.17462158203125, 186.31825256347656, 177.19761657714844, 163.35842895507812, 173.70960998535156]","[5.43, 5.48, 5.33, 5.37, 5.43]"
64,Chittorgarh,3,24.88638,74.64567,7.95,1282,"[6.132040977478027, 6.784508228302002, 7.153835773468018, 7.151891231536865, 6.779849529266357, 5.937845706939697, 4.814260959625244, 4.797961711883545, 6.1526947021484375, 6.646909713745117, 5.932487487792969, 5.7277092933654785]",6.167665958,"[190.09327697753906, 189.9662322998047, 221.76890563964844, 214.55673217773438, 210.1753387451172, 178.1353759765625, 149.24209594726562, 148.73681640625, 184.58084106445312, 206.05419921875, 177.97462463378906, 177.55899047851562]","[5.22, 5.14, 5.2, 5.11, 4.95]"
65,Churu,1,28.30415,74.96718,7.95,1282,"[5.193975448608398, 6.072749614715576, 6.643138408660889, 6.864954471588135, 6.480666637420654, 5.985563278198242, 5.575779914855957, 6.015995025634766, 6.311095237731934, 6.296796798706055, 5.67230224609375, 5.245308876037598]",6.029860973,"[161.01324462890625, 170.0369873046875, 205.93728637695312, 205.94863891601562, 200.90066528320312, 179.56689453125, 172.84918212890625, 186.495849609375, 189.33285522460938, 195.20069885253906, 170.1690673828125, 162.6045684814453]","[5.11, 5.19, 5.19, 5.17, 5.1]"
66,Cihm Chandigarh,0.05,30.70341,76.78943,7.3,978,"[4.3434224128723145, 5.481630802154541, 6.360555648803711, 6.680203914642334, 6.525990009307861, 5.65473747253418, 5.014369487762451, 5.355126857757568, 5.946064472198486, 6.35738468170166, 5.561455249786377, 4.781074047088623]",5.671834469,"[134.64608764648438, 153.48565673828125, 197.17723083496094, 200.40611267089844, 202.30569458007812, 169.64212036132812, 155.44544982910156, 166.00892639160156, 178.38192749023438, 197.07891845703125, 166.84365844726562, 148.2133026123047]","[4.8, 4.88, 4.88, 4.85, 4.68]"
67,Coimbatore,8,10.92305375,76.92754625,6.6,1866,"[6.307069301605225, 6.770949840545654, 6.964536190032959, 6.429464817047119, 6.1269755363464355, 5.363327503204346, 5.214385986328125, 5.7925333976745605, 6.228227138519287, 5.649870872497559, 5.3087286949157715, 5.700404644012451]",5.988039017,"[195.51914978027344, 189.5865936279297, 215.90061950683594, 192.88394165039062, 189.93624877929688, 160.8998260498047, 161.64596557617188, 179.56854248046875, 186.84681701660156, 175.14599609375, 159.26185607910156, 176.71253967285156]","[5.17, 5.15, 5.05, 5.06, 5.12]"
68,Cuddalore,10,11.70996,79.70426,6.6,1866,"[6.00280237197876, 6.65895938873291, 7.086552619934082, 6.687736511230469, 6.209286689758301, 5.92283296585083, 5.652528285980225, 5.850176811218262, 6.1169610023498535, 5.346420764923096, 5.169816493988037, 5.072534561157227]",5.981383801,"[186.0868682861328, 186.45086669921875, 219.68313598632812, 200.63209533691406, 192.48788452148438, 177.6849822998047, 175.22837829589844, 181.35548400878906, 183.5088348388672, 165.73904418945312, 155.09449768066406, 157.24856567382812]","[5.34, 5.51, 5.34, 5.33, 5.42]"
69,DAMAN,4.26,20.43679,72.86478,3,7758,"[6.336617946624756, 6.892956256866455, 7.1319732666015625, 7.029841899871826, 6.5858154296875, 5.121210098266602, 4.255862712860107, 4.307703971862793, 5.4621262550354, 6.324716091156006, 5.961694717407227, 5.822868824005127]",5.936115265,"[196.43515014648438, 193.00277709960938, 221.09117126464844, 210.895263671875, 204.1602783203125, 153.6363067626953, 131.93174743652344, 133.538818359375, 163.86378479003906, 196.06619262695312, 178.85084533691406, 180.50892639160156]","[5.19, 5.03, 5.14, 5.07, 4.92]"
70,DAMAN & DIU,0.19,20.40770651,72.8615239,3,7758,"[6.335157871246338, 6.891928195953369, 7.131723403930664, 7.030375957489014, 6.586896896362305, 5.122166633605957, 4.256528377532959, 4.3081135749816895, 5.462157726287842, 6.3240885734558105, 5.9605393409729, 5.821496486663818]",5.935930729,"[196.389892578125, 192.97398376464844, 221.0834197998047, 210.91128540039062, 204.1938018798828, 153.6649932861328, 131.95237731933594, 133.551513671875, 163.86473083496094, 196.0467529296875, 178.81617736816406, 180.4663848876953]","[5.19, 5.03, 5.14, 5.07, 4.92]"
71,DIU,11.29,20.71553,70.94796,3,7758,"[6.503839015960693, 7.003350734710693, 7.184573173522949, 7.151932716369629, 6.724632740020752, 5.512203693389893, 4.447840213775635, 4.709208965301514, 5.590141296386719, 6.3861517906188965, 5.967997074127197, 5.952116966247559]",6.094499111,"[201.61900329589844, 196.0938262939453, 222.72177124023438, 214.5579833984375, 208.46360778808594, 165.36610412597656, 137.88304138183594, 145.9854736328125, 167.70423889160156, 197.970703125, 179.0399169921875, 184.515625]","[5.32, 5.16, 5.26, 5.2, 5.1]"
72,Dadri,5,28.55409,77.54643,7,606,"[4.658011436462402, 5.682307720184326, 6.443912029266357, 6.764892578125, 6.338244915008545, 5.415802478790283, 4.932737827301025, 5.291860103607178, 5.841076374053955, 5.684133529663086, 5.082186698913574, 4.48475456237793]",5.551660061,"[144.3983612060547, 159.1046142578125, 199.7612762451172, 202.94677734375, 196.485595703125, 162.4740753173828, 152.9148712158203, 164.04766845703125, 175.23228454589844, 176.20814514160156, 152.46560668945312, 139.0273895263672]","[4.83, 4.84, 4.87, 4.84, 4.67]"
73,Davanagere,73,14.45949,75.9152,7.5,1396,"[6.702362537384033, 7.089494228363037, 7.09337854385376, 6.913908004760742, 6.222371578216553, 5.141927242279053, 4.851495265960693, 5.001787185668945, 5.932792663574219, 5.741922855377197, 6.07533073425293, 6.1289238929748535]",6.074640751,"[207.7732391357422, 198.50584411621094, 219.8947296142578, 207.417236328125, 192.89352416992188, 154.2578125, 150.39634704589844, 155.05540466308594, 177.98377990722656, 177.99960327148438, 182.25991821289062, 189.99664306640625]","[5.36, 5.3, 5.4, 5.3, 5.21]"
76,Deomali,0.02,27.19342,95.468,4,703,"[4.526753902435303, 4.607356071472168, 4.766290664672852, 4.284597396850586, 4.795974254608154, 4.199768543243408, 4.205244541168213, 4.608575820922852, 4.571645259857178, 5.2410407066345215, 5.345238208770752, 4.899847984313965]",4.67102766,"[140.32937622070312, 129.00596618652344, 147.7550048828125, 128.5379180908203, 148.67520141601562, 125.99305725097656, 130.36257934570312, 142.8658447265625, 137.14935302734375, 162.47225952148438, 160.35714721679688, 151.89529418945312]","[4.02, 3.98, 4.09, 4.01, 4.0]"
77,Devbhumi Dwarka,0.1,22.12845204,69.45553422,5,2378,"[6.255372047424316, 6.648915767669678, 7.123227119445801, 7.173377990722656, 6.68227481842041, 5.658416271209717, 4.615763187408447, 4.537336349487305, 5.743980407714844, 6.523972034454346, 5.990765571594238, 5.994469165802002]",6.078989506,"[193.91653442382812, 186.16964721679688, 220.82003784179688, 215.2013397216797, 207.1505126953125, 169.7524871826172, 143.08865356445312, 140.6574249267578, 172.3194122314453, 202.24313354492188, 179.72296142578125, 185.8285369873047]","[5.39, 5.27, 5.31, 5.34, 5.23]"
78,Dewas,1,22.96667,76.06667,6.5,1084,"[6.087113380432129, 6.895989894866943, 7.138866424560547, 7.064637184143066, 6.6607136726379395, 5.407177448272705, 4.200585842132568, 4.056759357452393, 5.660284996032715, 6.419253349304199, 5.995267868041992, 5.824057579040527]",5.950891972,"[188.7005157470703, 193.0877227783203, 221.3048553466797, 211.93911743164062, 206.48211669921875, 162.21531677246094, 130.21815490722656, 125.7595443725586, 169.8085479736328, 198.99685668945312, 179.8580322265625, 180.54579162597656]","[5.01, 5.04, 5.05, 4.97, 4.7]"
79,Dhanas Lake\rChandigarh,0.01,30.76913004,76.74798183,7.3,978,"[4.345141887664795, 5.483120441436768, 6.360896587371826, 6.6790008544921875, 6.523582935333252, 5.65233039855957, 5.012430191040039, 5.353762626647949, 5.945878505706787, 6.358804702758789, 5.563694953918457, 4.78337287902832]",5.671834946,"[134.69940185546875, 153.52737426757812, 197.1877899169922, 200.37002563476562, 202.23106384277344, 169.56991577148438, 155.3853302001953, 165.96664428710938, 178.37635803222656, 197.12294006347656, 166.9108428955078, 148.28456115722656]","[4.8, 4.88, 4.88, 4.85, 4.68]"
80,Dhar,70,22.59529,75.30061,6.5,1084,"[6.112570285797119, 6.917635440826416, 7.08052396774292, 7.090948104858398, 6.680826187133789, 5.4774909019470215, 4.465436935424805, 4.2741217613220215, 5.3866400718688965, 6.392999649047852, 5.7621002197265625, 5.688658237457275]",5.944162369,"[189.48968505859375, 193.69378662109375, 219.49624633789062, 212.7284393310547, 207.10560607910156, 164.32472229003906, 138.4285430908203, 132.49777221679688, 161.5991973876953, 198.1829833984375, 172.86300659179688, 176.34840393066406]","[4.99, 5.02, 5.07, 5.0, 4.79]"
81,Dharwad,10,15.45108,75.00517,7.5,1396,"[6.721062660217285, 7.1122965812683105, 7.107896327972412, 6.663755416870117, 6.229920864105225, 4.902013778686523, 4.739901542663574, 5.037718296051025, 5.600460529327393, 5.748980522155762, 5.82347297668457, 6.178366661071777]",5.98882103,"[208.35293579101562, 199.14430236816406, 220.34478759765625, 199.91265869140625, 193.12754821777344, 147.06040954589844, 146.93695068359375, 156.1692657470703, 168.01380920410156, 178.21839904785156, 174.70419311523438, 191.5293731689453]","[5.37, 5.21, 5.36, 5.28, 5.17]"
82,Dibang,0.31,27.35841,92.24055,4,703,"[3.9809210300445557, 3.958925485610962, 3.6938953399658203, 4.182157039642334, 3.8986427783966064, 4.1179518699646, 4.16772985458374, 4.2401251792907715, 4.150883197784424, 4.601172924041748, 4.728109836578369, 3.904731512069702]",4.135437489,"[123.40855407714844, 110.84991455078125, 114.51075744628906, 125.46471405029297, 120.85792541503906, 123.5385513305664, 129.1996307373047, 131.44387817382812, 124.5264892578125, 142.63636779785156, 141.84329223632812, 121.04667663574219]","[3.42, 3.5, 3.45, 3.42, 3.3]"
83,Dindigul,108.46,10.42096,77.88715,6.6,1866,"[5.787118911743164, 6.656493186950684, 6.747215747833252, 6.5560150146484375, 5.986832618713379, 5.572995662689209, 5.435944557189941, 5.616979598999023, 6.072068691253662, 5.520719528198242, 5.160689830780029, 4.990803241729736]",5.841989994,"[179.4006805419922, 186.38180541992188, 209.16368103027344, 196.68045043945312, 185.59181213378906, 167.1898651123047, 168.5142822265625, 174.12637329101562, 182.1620635986328, 171.14230346679688, 154.82069396972656, 154.71490478515625]","[5.31, 5.47, 5.27, 5.25, 5.3]"
86,Fazilka,101,30.40896,74.03481,7.3,2046,"[4.304402828216553, 5.673488140106201, 6.247439384460449, 6.556761741638184, 6.3326616287231445, 5.722477436065674, 5.456002235412598, 5.888247489929199, 6.334469795227051, 5.836688041687012, 4.7841386795043945, 4.705531120300293]",5.653525829,"[133.43649291992188, 158.857666015625, 193.67062377929688, 196.70285034179688, 196.31251525878906, 171.67431640625, 169.1360626220703, 182.53567504882812, 190.03408813476562, 180.9373321533203, 143.52415466308594, 145.8714599609375]","[4.74, 4.85, 4.88, 4.82, 4.63]"
87,"GCG-11, Chandigarh",0.495,30.70341,76.78943,7.3,978,"[4.3434224128723145, 5.481630802154541, 6.360555648803711, 6.680203914642334, 6.525990009307861, 5.65473747253418, 5.014369487762451, 5.355126857757568, 5.946064472198486, 6.35738468170166, 5.561455249786377, 4.781074047088623]",5.671834469,"[134.64608764648438, 153.48565673828125, 197.17723083496094, 200.40611267089844, 202.30569458007812, 169.64212036132812, 155.44544982910156, 166.00892639160156, 178.38192749023438, 197.07891845703125, 166.84365844726562, 148.2133026123047]","[4.8, 4.88, 4.88, 4.85, 4.68]"
88,GCM-11 Chandigarh,0.435,30.70341,76.78943,7.3,978,"[4.3434224128723145, 5.481630802154541, 6.360555648803711, 6.680203914642334, 6.525990009307861, 5.65473747253418, 5.014369487762451, 5.355126857757568, 5.946064472198486, 6.35738468170166, 5.561455249786377, 4.781074047088623]",5.671834469,"[134.64608764648438, 153.48565673828125, 197.17723083496094, 200.40611267089844, 202.30569458007812, 169.64212036132812, 155.44544982910156, 166.00892639160156, 178.38192749023438, 197.07891845703125, 166.84365844726562, 148.2133026123047]","[4.8, 4.88, 4.88, 4.85, 4.68]"
89,Gadag,208,15.43312,75.63545,7.5,1396,"[6.577765941619873, 6.992859363555908, 7.105634689331055, 6.734041690826416, 6.246201038360596, 5.363499641418457, 4.96417236328125, 5.09077262878418, 5.745802879333496, 5.820140361785889, 5.949516296386719, 6.192667007446289]",6.065256119,"[203.91075134277344, 195.80006408691406, 220.27467346191406, 202.02125549316406, 193.63223266601562, 160.9049835205078, 153.88934326171875, 157.81394958496094, 172.37408447265625, 180.42434692382812, 178.48548889160156, 191.97267150878906]","[5.37, 5.21, 5.36, 5.28, 5.17]"
90,Gandhinagar,2.5,23.24082,72.63733,5,2378,"[6.3000969886779785, 6.724015235900879, 7.018900394439697, 6.980717658996582, 6.715567111968994, 5.831299781799316, 4.483417987823486, 4.4781084060668945, 5.833093166351318, 6.557679176330566, 5.977750301361084, 5.825239658355713]",6.060490131,"[195.30300903320312, 188.27243041992188, 217.58590698242188, 209.42152404785156, 208.18258666992188, 174.93899536132812, 138.9859619140625, 138.8213653564453, 174.9927978515625, 203.28805541992188, 179.33250427246094, 180.58242797851562]","[5.34, 5.22, 5.26, 5.23, 5.16]"
91,Ganjbasoda,4,23.86067,77.90921,6.5,1084,"[5.761106491088867, 6.450260162353516, 7.10470724105835, 6.924043655395508, 6.500535011291504, 5.283811092376709, 4.487238883972168, 4.4198527336120605, 5.7003374099731445, 6.427905559539795, 5.819725036621094, 5.498045444488525]",5.864797592,"[178.59429931640625, 180.60728454589844, 220.2459259033203, 207.7213134765625, 201.51658630371094, 158.5143280029297, 139.10440063476562, 137.01544189453125, 171.01011657714844, 199.26507568359375, 174.5917510986328, 170.4394073486328]","[4.94, 4.99, 4.99, 4.89, 4.77]"
92,Gawalior,1,26.22011,78.1762,6.5,1084,"[5.36155366897583, 6.152638912200928, 6.860337257385254, 6.929188251495361, 6.428326606750488, 5.7514142990112305, 4.917547702789307, 5.102357864379883, 6.075956344604492, 5.997084140777588, 5.259652614593506, 4.824399948120117]",5.805038452,"[166.20816040039062, 172.27389526367188, 212.6704559326172, 207.87564086914062, 199.2781219482422, 172.5424346923828, 152.44398498535156, 158.173095703125, 182.2786865234375, 185.90960693359375, 157.78958129882812, 149.556396484375]","[4.9, 4.84, 4.86, 4.79, 4.67]"
93,Godavari,104.89,16.93333,82.21667,9.95,1480,"[5.906179428100586, 6.458744049072266, 6.6637701988220215, 6.6233649253845215, 5.865584373474121, 4.982780933380127, 4.516619682312012, 4.814517021179199, 5.1680707931518555, 5.517139911651611, 5.84665060043335, 5.579362392425537]",5.66189909,"[183.09156799316406, 180.84483337402344, 206.57687377929688, 198.70094299316406, 181.83311462402344, 149.48342895507812, 140.0152130126953, 149.25003051757812, 155.04212951660156, 171.03134155273438, 175.39952087402344, 172.96023559570312]","[4.98, 4.9, 4.8, 4.96, 4.87]"
94,Guntur,2,16.3,80.45,9.95,1480,"[5.876765727996826, 6.448623180389404, 6.707615852355957, 6.568413257598877, 5.95897102355957, 5.020695209503174, 4.680469036102295, 4.982085227966309, 5.452865123748779, 5.374736309051514, 5.487008571624756, 5.38821268081665]",5.662205219,"[182.1797332763672, 180.5614471435547, 207.93609619140625, 197.05239868164062, 184.7281036376953, 150.620849609375, 145.09454345703125, 154.44464111328125, 163.58595275878906, 166.6168212890625, 164.61026000976562, 167.0345916748047]","[5.14, 5.05, 5.06, 5.08, 5.02]"
